# StartTime = 05/03/2019 11:03:11.7297 AM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Absolute throttle position (%), Calculated load value (%), Distance traveled while MIL is activated (miles), Engine coolant temperature (F), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), Input voltage read by the scan tool (V), Intake air temperature (F), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), OBD requirements to which vehicle or engine is certified, Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
282.749,0,70.58823,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
282.807,0,70.58823,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
282.872,0,70.58823,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
282.933,0,70.58823,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
282.998,0,70.58823,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.059,0,70.98039,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.123,0,70.98039,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.186,0,70.98039,72.54902,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.247,0,70.98039,73.33334,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.308,0,70.98039,73.33334,0,149,2487,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.372,0,70.98039,73.33334,0,149,2493,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.435,0,70.98039,73.33334,0,149,2493,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.498,0,70.98039,73.33334,0,149,2493,3.5,12.9,75.2,64.67092,0,5,0,0,0
283.56,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.621,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.683,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.747,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.81,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.869,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.935,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
283.998,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.06,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.123,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.185,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.246,0,70.98039,73.33334,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.308,0,70.98039,73.72549,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.372,0,70.98039,73.72549,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.433,0,70.98039,73.72549,0,149,2493,4,12.9,75.2,64.67092,0,5,0,0,0
284.499,0,70.98039,73.72549,0,149,2504,4,12.9,75.2,64.67092,0,5,0,0,0
284.557,0,70.98039,73.72549,0,149,2504,4,12.9,75.2,64.67092,0,5,0,0,0
284.621,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.683,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.747,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.808,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.873,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.934,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
284.995,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.058,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.124,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.182,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.247,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.31,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.37,0,70.98039,73.72549,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.435,0,70.98039,72.94118,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.496,0,70.98039,72.94118,0,149,2504,4,13,75.2,64.67092,0,5,0,0,0
285.558,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.623,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.685,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.746,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.81,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.869,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.935,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
285.998,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.057,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.12,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.182,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.246,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.308,0,70.98039,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.373,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.435,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.495,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.558,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.622,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.684,0,70.58823,72.94118,0,149,2509,4,13,75.2,64.67092,0,5,0,0,0
286.748,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
286.807,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
286.872,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
286.935,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
286.996,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.058,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.123,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.185,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.245,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.308,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.369,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.435,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.495,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.558,0,70.58823,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.621,0,72.15686,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.683,0,72.15686,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.747,0,72.15686,72.94118,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.809,0,72.15686,75.29412,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.87,0,72.15686,75.29412,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.935,0,72.15686,75.29412,0,149,2512,4,13,75.2,64.67092,0,5,0,0,0
287.995,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.057,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.12,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.183,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.248,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.31,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.373,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.434,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.494,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.557,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.62,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.682,0,72.15686,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.747,0,71.76471,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.809,0,71.76471,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.869,0,71.76471,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.934,0,71.76471,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
288.994,0,71.76471,75.29412,0,149,2543,4,13,75.2,64.67092,0,5,0,0,0
289.059,0,71.76471,75.29412,0,149,2583,4,13,75.2,64.67092,0,5,0,0,0
289.124,0,71.76471,75.29412,0,149,2583,4,13,75.2,64.67092,0,5,0,0,0
289.185,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.245,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.308,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.373,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.434,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.495,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.558,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.622,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.684,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.748,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.81,0,71.76471,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.87,0,72.15686,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.935,0,72.15686,75.29412,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
289.994,0,72.15686,74.5098,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
290.06,0,72.15686,74.5098,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
290.119,0,72.15686,74.5098,0,149,2583,4.5,13,75.2,64.67092,0,5,0,0,0
290.185,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.245,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.31,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.37,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.434,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.497,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.559,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.619,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.685,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.745,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.807,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.873,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.932,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
290.996,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
291.058,0,72.15686,74.5098,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
291.12,0,72.15686,74.90196,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
291.185,0,72.15686,74.90196,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
291.245,0,72.15686,74.90196,0,149,2615,4.5,13,75.2,64.67092,0,5,0,0,0
291.31,0,72.15686,74.90196,0,149,2644,4.5,13,75.2,64.67092,0,5,0,0,0
291.371,0,72.15686,74.90196,0,149,2644,4.5,13,75.2,64.67092,0,5,0,0,0
291.432,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.498,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.559,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.619,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.685,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.746,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.807,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.873,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.935,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
291.995,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.058,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.123,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.182,0,72.15686,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.246,0,72.54902,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.309,0,72.54902,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.369,0,72.54902,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.434,0,72.54902,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.498,0,72.54902,74.90196,0,149,2644,5,12.9,75.2,64.67092,0,5,0,0,0
292.559,0,72.54902,74.90196,0,149,2671,5,12.9,75.2,64.67092,0,5,0,0,0
292.623,0,72.54902,74.90196,0,149,2671,5,12.9,75.2,64.67092,0,5,0,0,0
292.685,0,72.54902,74.90196,0,149,2671,5,12.9,75.2,64.67092,0,5,0,0,0
292.746,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
292.809,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
292.873,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
292.935,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
292.995,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.06,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.124,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.183,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.247,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.308,0,72.54902,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.373,0,72.15686,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.435,0,72.15686,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.495,0,72.15686,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.56,0,72.15686,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.621,0,72.15686,74.90196,0,149,2671,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.683,0,72.15686,74.90196,0,149,2695,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.749,0,72.15686,74.90196,0,149,2695,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.807,0,72.15686,74.90196,0,149,2695,5.5,12.9,75.2,64.67092,0,5,0,0,0
293.871,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
293.934,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
293.999,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.059,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.12,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.182,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.247,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.309,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.374,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.435,0,72.15686,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.495,0,71.76471,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.56,0,71.76471,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.624,0,71.76471,74.90196,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.682,0,71.76471,74.5098,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.746,0,71.76471,74.5098,0,149,2695,6,13,75.2,64.67092,0,5,0,0,0
294.808,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
294.872,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
294.935,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
294.994,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.059,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.123,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.184,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.249,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.307,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.372,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.435,0,71.76471,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.495,0,72.54902,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.557,0,72.54902,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.621,0,72.54902,74.5098,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.683,0,72.54902,74.90196,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.747,0,72.54902,74.90196,0,149,2725,6,13,75.2,64.67092,0,5,0,0,0
295.808,0,72.54902,74.90196,0,149,2749,6,13,75.2,64.67092,0,5,0,0,0
295.873,0,72.54902,74.90196,0,149,2749,6,13,75.2,64.67092,0,5,0,0,0
295.933,0,72.54902,74.90196,0,149,2749,6,12.9,75.2,64.67092,0,5,0,0,0
295.994,0,72.54902,74.90196,0,149,2749,6,12.9,75.2,64.67092,0,5,0,0,0
296.06,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.121,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.183,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.246,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.309,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.374,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.435,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.495,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.56,0,72.54902,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.62,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.684,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.745,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.81,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.869,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.932,0,72.15686,74.90196,0,149,2749,6,12.9,77,64.67092,0,5,0,0,0
296.998,0,72.15686,74.90196,0,149,2776,6,12.9,77,64.67092,0,5,0,0,0
297.059,0,72.15686,74.90196,0,149,2776,6,12.9,77,64.67092,0,5,0,0,0
297.123,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.184,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.245,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.309,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.37,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.432,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.497,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.56,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.621,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.682,0,72.15686,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.745,0,71.76471,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.807,0,71.76471,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.871,0,71.76471,74.90196,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.934,0,71.76471,74.11765,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
297.999,0,71.76471,74.11765,0,149,2776,6.5,12.9,77,64.67092,0,5,0,0,0
298.057,0,71.76471,74.11765,0,149,2803,6.5,12.9,77,64.67092,0,5,0,0,0
298.121,0,71.76471,74.11765,0,149,2803,6.5,12.9,77,64.67092,0,5,0,0,0
298.184,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.248,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.307,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.371,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.434,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.499,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.557,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.621,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.684,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.746,0,71.76471,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.808,0,71.37255,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.874,0,71.37255,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.933,0,71.37255,74.11765,0,149,2803,7,13,77,64.67092,0,5,0,0,0
298.998,0,71.37255,72.15686,0,149,2803,7,13,77,64.67092,0,5,0,0,0
299.059,0,71.37255,72.15686,0,149,2803,7,13,77,64.67092,0,5,0,0,0
299.123,0,71.37255,72.15686,0,149,2775,7,13,77,64.67092,0,5,0,0,0
299.184,0,71.37255,72.15686,0,149,2775,7,13,77,64.67092,0,5,0,0,0
299.248,0,71.37255,72.15686,0,149,2775,7,13,77,64.67092,0,5,0,0,0
299.309,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.373,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.435,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.495,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.561,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.621,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.685,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.745,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.807,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.872,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.932,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
299.998,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
300.058,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
300.122,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
300.182,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
300.245,0,71.37255,72.15686,0,149,2775,6,13,77,64.67092,0,5,0,0,0
300.307,0,71.37255,72.15686,0,159.8,2775,6,13,77,64.67092,0,5,0,0,0
300.373,0,71.37255,72.15686,0,159.8,2775,6,13,77,64.67092,0,5,0,0,0
300.435,0,71.37255,72.15686,0,159.8,2750,6,13,77,64.67092,0,5,0,0,0
300.495,0,71.37255,72.15686,0,159.8,2750,6,13,77,64.67092,0,5,0,0,0
300.558,0,71.37255,72.15686,0,159.8,2750,6,13,77,64.67092,0,5,0,0,0
300.621,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
300.684,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
300.744,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
300.81,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
300.87,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
300.932,0,71.37255,72.15686,0,159.8,2750,6.5,12.9,77,64.67092,0,5,0,0,0
